movie_code,review
m/10011721-broken_hill," Broken Hill, with its picture-postcard shots of the vast Outback, looks good and fills a niche for families."
m/10011735-beautiful_life, This intertwined tale of people struggling on society's fringe plays like bad community theater.
m/10011736-suck," Juggling conventions, skewering clichs and referencing genre cues, Stefaniuk packs the film with so many insider jokes that what could have been a wild ride simply isn't."
m/10011774-chloe, All three central performances are among what is right with Chloe. It is just too bad they are not supported by a better script.
m/1001180-armed_and_dangerous," How could two amazingly FUNNY guys spend so much effort on a movie so bereft of laughs? Candy and Levy deserve much better, and they moved on to it after this junkpile."
m/10011815-hole," Hits all the right notes for its target demographic, and Dante still has the chops to make it visually compelling for the rest."
m/10011846-nobodys_perfect, An extraordinary German documentary about 12 adults with disabilities created by the toxic drug Thalidomide and how a special project lifts their spirits and gives them a fresh sense of community.
m/10011854-good_soldier, A well-intentioned but uninvolving anti-war documentary.
m/10011857-high_life," High Life is filled with surprising, artful flourishes."
m/1001193-around_the_world_in_80_days," The movie has not aged well. Many of the performances are arch, playing the comedy broadly, which is blandly predictable as the film grinds on and on."
m/10011943-fall," The Fall is really just a dull, poorly acted courtroom drama with glossy, autumnal cinematography and an implausible twist."
m/10011944-good_heart, Kári's smug little arthouse offering ends up covered in Nicholas Sparks goo.
m/10011946-wonderful_world, An enjoyable look into one man's emotional journey even if it doesn't offer anything that new or indispensable in the grand scheme of things.
m/10011949-collapse, Smith's subject Michael Ruppert never registers as much more than an eloquent but largely untrustworthy quack.
m/10011984-last_song, Kinnear lends the movie a dignity it doesn't deserve and stands as the only cast member whose dramatic moments aren't propped up by soaring musical cues.
m/10012014-babies," An aesthetic exercise that gets at no deeper truth than ""babies are basically alike no matter the culture."""
m/10012039-lottery_ticket," It's comforting, really, to see the movie's soft-pedaling of actual ghetto problems; realism isn't Lottery Ticket's game."
m/10012042-going_the_distance, A bicoastal comedy with a bit of a bipolar disorder.
m/10012044-life_as_we_know_it, The feminine fantasies Berlanti seemingly seeks to stoke are undercut by a vibe thats weirdly misogynistic.
m/10012051-frozen," Frozen delivers enough thrills and gory chills to satisfy the horror film crowd, but is not written, directed or acted well enough to be a first-rate thriller."
m/10012058-prodigal_sons," Despite a fascinating midpoint revelation, Reed spends too much time capturing her sibling's terrifying outbursts, devoting the film's final act almost exclusively to his increasingly abject circumstances."
m/10012063-ghost_writer, McGregor hits all the right notes as a man with a conscience and sense of professional pride who is in way over his head.
m/10012068-repo_men," If you aren't too repulsed by the general ultra-violence and horror aspects, you're in for some treats of the gross out variety that could send you reeling to the lobby."
m/10012104-7_days, Grou's thriller tells a deeply immersive story that at no point strays from its intended path & delivers with such a punch that you'll be talking about it for 7 days after.
m/10012114-daddy_longlegs," A funny, fantastic, genuinely alarming quasi-autobiographical cheapster by twentysomething New York brothers Josh and Benny Safdie."
m/10012133-veer," Bollywood superstar Salman Khan's dream project, this highly fictionalized account of the Pindari war against the British is bad history but pretty good entertainment."
m/10012136-winters_bone," A character study, not only of Ree, but of a place and way of life, which shows that there is a lot more to what most people think of as 'hillbilly culture' than the stereotype."
m/10012141-kids_are_all_right, There's considerable originality in a story centering on a sperm donor whose identity and visits upend a household.
m/10012147-lucky, Blitz's fundamental embrace of human eccentricity shines through in a film that glows with optimism even as it reveals the dark side of a miracle.
m/10012150-high_school," Coasts over its missteps and succeeds on equal parts quick humor, likable characters, and pure energy. Oh, and weed."
m/10012207-stolen, Two missing children stories are combined to less than compelling effect in this sluggish thriller.
m/10012232-killing_jar, Thrillers that rely on tension-building within a small group of characters are harder to pull off than aspiring filmmakers may have been led to believe. Look no further than The Killing Jar for proof.
m/10012254-la_mission," Benjamin Bratt brings his A-game to a difficult, potentially clichd role."
m/10012256-predators," Full of surprises and twists, the action and the relationships between the contrasting characters keeps us glued"
m/10012264-stonewall," The story of how, in 1969, gays and lesbians fought the cops at Greenwich Village's Stonewall Inn ... is told thoroughly but without much passion, humor, rowdiness, or smut."
m/10012282-oath," What emerges is an illuminating, though terribly dismaying, portrait of the War on Terror's lasting effects."
m/10012288-wild_hunt," A psychological thriller highlighting how hell hath no fury like a frustrated knight in shining armor, even if he only has a plastic sword at his disposal!"
m/1001240-arthur," That song will be stuck in your head for days, but ""Arthur"" is worth the torture."
m/10012426-lottery," Director Madeleine Sackler favors an agenda of advocacy over complexity, making The Lottery an effective, if unapologetically one-sided, piece of agitprop."
m/1001280-assault_on_precinct_13," John Carpenter's third movie (two years before Halloween), and one of his best."
